[[[0.55211294f32, 0.92269695f32, 0.9263346f32, 0.76031244f32, 4.4560432e-2f32, 0.15218955f32, 0.8324485f32, 0.4641732f32, 0.42986304f32, 0.23069465f32, 0.64630336f32, 0.39444554f32, 0.4127522f32, 0.9278825f32, 0.29872316f32, 0.8212209f32, 4.471904e-2f32, 0.87854564f32, 0.16331613f32, 0.5252652f32, 9.7780704e-2f32, 0.80848676f32, 0.22444439f32, 0.9110458f32, 0.25036442f32, 0.7006035f32, 0.53238165f32, 0.7711636f32, 0.67057896f32, 0.16556478f32, 0.6467155f32, 0.60063607f32],
[5.2178764f32, 1.3657002f32, 3.1084218f32, 3.9603496f32, 1.3964756f32, 5.7459044f32, 6.1082006f32, 6.4645567f32, 4.3551207f32, 2.4984777f32, 3.8956513f32, 3.7514696f32, 5.735786f32, 7.1218867f32, 2.7735715f32, 9.462025f32, 4.322702f32, 1.7495936f32, 3.1702917f32, 2.5943348f32, 4.3133235f32, 6.7085705f32, 1.5067868f32, 5.4170775f32, 2.7493007f32, 5.7005844f32, 6.5611763f32, 5.9405823f32, 5.5935936f32, 9.209295f32, 4.9321745e-2f32, 0.63294506f32],
[5.6469407f32, 1.1979158f32, 6.9444885f32, 0.28441906f32, 8.483025f32, 6.655826f32, 1.7032872f32, 2.0415363f32, 6.4686475f32, 6.6935363f32, 7.205338f32, 7.5608196f32, 1.5452204f32, 7.5106387f32, 7.6753483f32, 4.5290008f32, 7.9738293f32, 4.9289737f32, 1.0795918f32, 8.340485f32, 6.0047264f32, 5.405623f32, 2.2385738f32, 1.3785789f32, 9.878689f32, 5.72796f32, 9.443088f32, 7.213721f32, 2.0433803f32, 7.6141286f32, 3.4339788f32, 8.149189f32]]],
[[[4.972214f32, 8.770831f32, 2.6223433f32, 8.883119f32, 6.737327f32, 8.427451f32, 2.7381659f32, 9.586609f32, 4.9767313f32, 2.0745108f32, 8.182604f32, 3.277574f32, 8.098261f32, 8.097798f32, 1.4564484f32, 6.6439595f32, 4.717849f32, 3.889066f32, 2.6380925f32, 4.9362617f32, 6.4083853f32, 8.604957f32, 7.6624174f32, 7.8264017f32, 5.598755f32, 7.475064f32, 7.4406347f32, 0.6142028f32, 8.340892f32, 9.876172f32, 7.04718f32, 8.842964f32],
[2.004368f32, 3.915841f32, 2.5166752f32, 5.630758f32, 1.0628995f32, 1.6543727f32, 3.440371f32, 4.018858f32, 4.491228f32, 2.0825515f32, 1.2535597f32, 7.4484606f32, 5.6761456f32, 8.792861f32, 6.902547f32, 4.637271f32, 4.0589647f32, 5.078275f32, 4.235616f32, 3.4712899f32, 4.2351656f32, 3.3603035e-2f32, 9.83822f32, 5.4748693f32, 2.6135998f32, 5.523199f32, 9.7145815f32, 3.837509f32, 6.0804973f32, 1.3133036f32, 4.0218263f32, 9.848986f32],
[1.7915375f32, 4.904925f32, 8.193072f32, 1.0278814f32, 0.16304252f32, 3.0516808f32, 4.614301f32, 1.55072f32, 9.145285f32, 2.6019528f32, 0.26758274f32, 9.097616f32, 6.816609f32, 6.091825f32, 7.176669f32, 1.2807857f32, 0.8349834f32, 3.4380662f32, 3.4499087f32, 7.0900626f32, 0.67077434f32, 0.66176075f32, 0.6870247f32, 7.161103f32, 4.9392815f32, 7.1839943f32, 8.82835f32, 4.1769204f32, 8.38709f32, 1.8412458f32, 7.6157227f32, 7.047194f32],
[4.2135243f32, 9.66986f32, 9.122007f32, 5.563386f32, 2.5863738f32, 6.3112607f32, 8.930562f32, 0.35847133f32, 0.53965783f32, 1.0315871f32, 0.65764904f32, 8.9753844e-2f32, 4.0891385f32, 9.487064f32, 9.632089f32, 5.843646f32, 2.0519626f32, 8.039402f32, 4.4230247f32, 9.715643f32, 6.0840535f32, 5.7443757f32, 9.423271f32, 4.7442613f32, 7.1783404f32, 9.35855f32, 5.653728f32, 2.7470083f32, 6.6050467f32, 4.528873f32, 1.9082707f32, 2.6459584f32],
[0.44395176f32, 5.7933435f32, 8.489797f32, 5.635128f32, 8.572268f32, 2.6828222f32, 6.489455f32, 7.9281054f32, 3.60131f32, 0.7521979f32, 0.31197786f32, 2.9702737f32, 5.1498938f32, 5.679237f32, 5.2237577f32, 1.9596572f32, 1.9726881f32, 1.545113f32, 8.014933f32, 7.620408f32, 3.6860793f32, 3.268894f32, 5.6675053f32, 3.0043266f32, 4.324663f32, 2.2039452f32, 4.139623f32, 9.797741f32, 1.1533827f32, 8.367832f32, 4.900627f32, 3.4828236f32],
[9.710041f32, 8.990883f32, 6.422828f32, 4.858905f32, 0.6867934f32, 8.343819f32, 9.845891f32, 8.452438f32, 5.3606367f32, 8.727941f32, 9.016622f32, 1.172502f32, 5.690313f32, 7.632184f32, 8.538428f32, 0.8089837f32, 1.5871525f32, 4.463358f32, 2.0783417e-2f32, 0.13149299f32, 7.716355f32, 3.78381f32, 3.0743744f32, 6.4187965f32, 9.53602f32, 7.7438817f32, 4.7580585f32, 9.239633f32, 1.2923809f32, 1.8716612f32, 4.013673f32, 4.9073873f32],
[6.270921f32, 3.5029857f32, 0.40389496f32, 5.730044f32, 3.6014717e-2f32, 9.267553f32, 0.8397785f32, 3.3508284f32, 2.8373795f32, 5.06921f32, 1.7154584f32, 9.7765255f32, 4.2071104f32, 9.46963f32, 0.4469783f32, 9.7f32, 5.876169f32, 9.386972f32, 3.7554057f32, 3.840931f32, 9.009867f32, 3.0262103f32, 6.076042f32, 3.3271778f32, 1.6927819f32, 3.9680514f32, 0.9326332f32, 3.882637f32, 8.561796f32, 5.2851224f32, 1.0215793f32, 5.1218624f32],
[1.8837674f32, 3.3219993f32, 2.6180403f32, 5.3091574f32, 5.0068946f32, 3.455272f32, 3.1190014f32, 3.1046677f32, 1.0988091f32, 8.854896f32, 7.864876f32, 1.7288002f32, 3.464062f32, 2.356491f32, 5.6088734f32, 5.3715997f32, 2.349036f32, 0.48834452f32, 2.5058331f32, 1.1591655f32, 5.154819f32, 6.80578f32, 3.0085752f32, 6.3261805f32, 2.5447345f32, 8.129923f32, 6.91032f32, 3.5522208f32, 8.948676f32, 0.54152954f32, 7.1031785f32, 1.1813438f32],
[7.6669326f32, 1.5265388f32, 2.493937f32, 4.0925174f32, 8.151212f32, 3.0611145f32, 9.576194f32, 6.0020356f32, 2.8441548f32, 0.3794955f32, 4.1594152f32, 4.6652594f32, 9.577997f32, 0.28696233f32, 7.124647f32, 5.4865365f32, 6.2062125f32, 8.462321f32, 2.217868f32, 5.239641f32, 7.8211465f32, 2.0734735f32, 6.057564f32, 6.1727324f32, 6.956733f32, 8.085387f32, 0.42394134f32, 2.274081f32, 8.1179905f32, 1.6367255f32, 5.8928285f32, 1.6874712f32],
[6.8541822f32, 2.0303388f32, 0.8064988f32, 3.7427802f32, 5.480861f32, 5.4830875f32, 5.0734477f32, 2.5763483f32, 5.355904f32, 5.4368315f32, 8.689746f32, 1.3743851f32, 6.5953093f32, 8.164363f32, 1.890803f32, 9.020858f32, 9.57073f32, 2.4653277f32, 6.604149f32, 1.0521835f32, 4.2119756f32, 1.4092096f32, 9.544208f32, 3.0271912f32, 9.484445f32, 8.592817f32, 4.363706f32, 9.75154f32, 9.416855f32, 2.5044494f32, 3.3638282f32, 1.6214459f32],
[9.708375f32, 2.9325473f32, 2.9249582f32, 2.5199537f32, 0.14615308f32, 7.703336e-2f32, 7.9809494f32, 6.947589f32, 5.944292f32, 3.863972f32, 3.0906932f32, 1.7281251f32, 8.350907f32, 9.218062f32, 2.6249766f32, 3.6262004f32, 8.584161f32, 7.1680517f32, 8.802992f32, 0.6614091f32, 1.146812f32, 0.44172007f32, 5.751879f32, 0.7347904f32, 4.6224966f32, 6.1667914f32, 3.7910597f32, 9.42257f32, 5.1764112e-2f32, 0.3714361f32, 5.9244866f32, 0.41576454f32],
[9.690834f32, 6.2811217f32, 2.3485692f32, 5.344538f32, 8.550927f32, 2.3611321f32, 4.035905f32, 6.8009114f32, 4.520186f32, 1.1378769f32, 1.1976119f32, 1.2157996f32, 1.1842222f32, 8.590194f32, 2.827788f32, 3.6071677f32, 9.397172f32, 8.152725f32, 6.7565446f32, 1.4108484f32, 8.210069f32, 6.0098634f32, 9.517057f32, 1.4595163f32, 9.116774f32, 4.805415f32, 3.1002586f32, 3.236226f32, 6.6276183f32, 9.026474f32, 6.464135f32, 5.277822f32],
[2.7219987f32, 8.415776f32, 8.595078f32, 8.074259f32, 2.0422876f32, 4.2906218f32, 5.922039f32, 0.81149095f32, 6.063474f32, 4.3712773f32, 1.5259718f32, 3.582731f32, 5.5790195f32, 7.7353015f32, 3.2450929f32, 4.2781296f32, 7.518763f32, 1.1938554f32, 1.9022288f32, 1.792058f32, 3.4656591f32, 4.4621015f32, 7.2814555f32, 7.1048145f32, 3.9655087f32, 6.686724f32, 5.1588856e-2f32, 9.158016f32, 7.6851816f32, 5.792357f32, 7.6339507f32, 1.71786f32],
[6.013789f32, 9.328499f32, 9.233725f32, 3.0531437f32, 1.454268f32, 2.6973088f32, 7.071858f32, 5.4884176f32, 3.7907665f32, 2.592247f32, 3.8995914f32, 8.258115f32, 6.454473f32, 9.14811f32, 1.513564f32, 5.529581f32, 2.723651f32, 5.3691072f32, 7.7609334f32, 6.144546f32, 6.3660345f32, 4.0340977f32, 5.424128f32, 8.730349f32, 6.1200976f32, 8.915688f32, 2.493555f32, 2.082826f32, 3.514729e-2f32, 1.7095339f32, 4.5215096f32, 8.527685f32],
[4.666269f32, 6.9504633f32, 7.051354f32, 8.424476f32, 6.799896f32, 4.6333365f32, 9.59135f32, 5.4433274f32, 5.482178f32, 7.9825177f32, 3.5321088f32, 3.6222916f32, 1.6017948f32, 9.120935f32, 0.8390674f32, 9.542959f32, 8.805139f32, 3.2201693f32, 2.7574687f32, 7.6220756f32, 1.2334826f32, 0.9845059f32, 9.776744f32, 4.9247174f32, 3.596064f32, 7.3988776f32, 2.9484448f32, 9.66744f32, 6.8097525f32, 1.5427644f32, 5.9079847f32, 8.625602f32],
[6.723208f32, 2.277203f32, 7.303275f32, 9.112199f32, 7.827777f32, 3.1950064f32, 0.95674175f32, 2.7037396f32, 5.7774396f32, 1.796656f32, 3.1363618f32, 6.167056f32, 4.627796f32, 4.626682f32, 9.382653f32, 0.23987289f32, 5.3281736f32, 9.81639f32, 3.630341f32, 9.562101f32, 7.7366133f32, 6.388967f32, 2.6632817f32, 5.992877f32, 1.4386733f32, 5.036542f32, 2.690727f32, 8.427402f32, 8.8538685f32, 7.365512e-2f32, 1.2252043f32, 0.37730804f32],
[5.665797f32, 7.416788f32, 9.627677f32, 0.639878f32, 1.6642348f32, 1.0864716f32, 7.448464f32, 6.66911f32, 4.1230464f32, 2.968526f32, 1.8314941f32, 9.873133f32, 8.580375f32, 8.663019f32, 6.392875f32, 1.3065566f32, 3.4433594f32, 5.3783976e-2f32, 6.473982f32, 3.3854878f32, 8.915796f32, 6.2560844f32, 1.3344063f32, 6.052516f32, 7.947707f32, 0.48248437f32, 6.4007363f32, 6.8119903f32, 4.107545f32, 4.4830213f32, 6.30847f32, 4.7782383f32],
[6.2861147f32, 4.916322f32, 8.915663f32, 7.0762873f32, 8.114662f32, 7.0070095f32, 0.78464615f32, 6.791488f32, 3.6425269f32, 0.9319092f32, 3.919696f32, 7.106796f32, 5.796876f32, 8.177626f32, 2.471325f32, 7.4854546f32, 0.23860893f32, 2.953424f32, 8.313643f32, 9.835648f32, 5.661274f32, 5.7125416f32, 6.222361f32, 5.189892f32, 4.7221246f32, 3.2530441f32, 1.8213611f32, 6.9897375f32, 0.6292452f32, 9.469822f32, 6.4329095f32, 7.093936f32],
[8.480712f32, 9.225658f32, 6.7801085f32, 4.7912602f32, 8.573153f32, 8.10159f32, 2.798315f32, 5.5237865f32, 3.2812815f32, 2.4323525f32, 8.302769f32, 9.601215f32, 6.202948f32, 4.3223014f32, 5.427908f32, 0.8111186f32, 0.4790607f32, 4.0118303f32, 2.310039f32, 7.4411488f32, 3.1582475f32, 0.28399244f32, 0.18413278f32, 5.449852f32, 0.800818f32, 2.9753473f32, 0.96229154f32, 0.24802847f32, 6.8931694f32, 6.223148f32, 2.579421f32, 2.8648663f32],
[4.3457174f32, 5.5498376f32, 1.5015923f32, 6.7160068f32, 7.360062f32, 7.9789276f32, 8.38614f32, 3.401949f32, 5.9049783f32, 4.512821f32, 7.954661f32, 7.485234f32, 9.853624f32, 0.70861006f32, 3.302075f32, 2.6583679f32, 9.580052f32, 1.1774204f32, 2.1217875f32, 9.756931f32, 3.4182186f32, 9.549658f32, 7.078395f32, 6.9624724f32, 6.5553784f32, 9.561435f32, 3.2266407f32, 3.6404793f32, 8.70616f32, 2.831055f32, 3.0575635f32, 1.5802497f32],
[8.335078f32, 3.0952895f32, 4.0842934f32, 1.2576213f32, 7.8027244f32, 5.1290092f32, 7.2797017f32, 8.960984f32, 8.124989f32, 1.1714983f32, 6.2375593f32, 1.6711535f32, 6.4498353f32, 2.7835045f32, 2.7313776f32, 3.109444f32, 2.3422365f32, 6.8803053f32, 4.1625323f32, 4.352475f32, 5.928768f32, 6.996155f32, 2.8529665f32, 1.1891171f32, 7.3984604f32, 7.370558f32, 9.009015f32, 9.843029f32, 6.3962483f32, 2.907485f32, 2.2783332f32, 1.6215928f32],
[6.6078277f32, 9.176228f32, 2.6537156f32, 4.0233912f32, 8.047183f32, 8.80982f32, 7.872305f32, 2.5222569f32, 8.41692f32, 4.8369985f32, 1.04413f32, 5.2761703f32, 3.5295076f32, 5.263705f32, 3.827979f32, 6.240107f32, 1.7049235f32, 6.3610086f32, 5.2745895f32, 4.3496346f32, 3.110516f32, 1.942229f32, 4.469979f32, 6.093905f32, 7.704983f32, 4.840509f32, 1.8243463f32, 9.555068f32, 9.311853f32, 6.2858386f32, 3.498091f32, 3.3484917f32],
[7.4891067f32, 1.909992f32, 4.690394f32, 0.45653474f32, 7.435684f32, 5.8706336f32, 4.631954f32, 0.5234694f32, 2.0849426f32, 5.998179f32, 6.4720297f32, 8.300478f32, 7.339874f32, 6.9615207f32, 5.293077f32, 8.554046f32, 9.336964f32, 0.89847845f32, 2.1747534f32, 9.755224f32, 3.317366f32, 4.54328f32, 0.572312f32, 1.2697304f32, 5.992604f32, 8.546079f32, 9.802497f32, 8.283667f32, 9.86679f32, 0.49768323f32, 0.22294922f32, 7.5171647f32],
[0.4803223f32, 8.573822f32, 1.7586703f32, 3.2203681f32, 9.46487f32, 2.813476f32, 7.5123963f32, 2.7742183f32, 9.250636f32, 7.726733f32, 4.9731593f32, 7.277829f32, 2.0782661f32, 3.692139f32, 7.748067f32, 7.936692f32, 8.962783f32, 0.68783665f32, 7.410571f32, 3.1714694f32, 5.390749f32, 1.9893243f32, 5.9021926f32, 2.6050384f32, 8.607151f32, 7.805061f32, 7.918351f32, 7.4803023f32, 8.091832f32, 8.31336f32, 1.1461853f32, 2.3748453f32],
[7.3935294f32, 8.35895f32, 5.3866205f32, 7.4759383f32, 4.3417473f32, 2.46474f32, 1.9942882f32, 7.527801f32, 2.358625f32, 8.73831f32, 9.062882f32, 3.2409592f32, 6.6841207f32, 7.201032f32, 4.76921f32, 6.11425f32, 2.6580334f32, 6.6345263f32, 1.7647902f32, 5.5321198f32, 2.118113f32, 1.2404392f32, 5.1592927f32, 2.4688601f32, 2.25652f32, 6.9800715f32, 1.3876845f32, 5.0995255f32, 7.808217f32, 2.016434f32, 5.965656f32, 6.6798415f32],
[5.1419926f32, 8.599779f32, 1.211869f32, 2.4042835f32, 5.0894704f32, 0.595736f32, 7.172415f32, 5.6889114f32, 5.6355267f32, 8.548272f32, 8.407704f32, 8.835777f32, 1.1278726f32, 5.1867023f32, 9.135255f32, 1.7564392f32, 8.5439825f32, 0.73044854f32, 3.7732115f32, 1.5265867f32, 9.686752f32, 2.07248f32, 7.9485598f32, 6.183203f32, 1.1425167f32, 8.467581f32, 2.9743743f32, 2.73065f32, 5.022547f32, 0.1682282f32, 8.3605175f32, 6.9001737f32],
[8.224708f32, 6.5515285f32, 4.492677f32, 2.1813624f32, 1.8384293f32, 9.185593f32, 5.3913193f32, 7.1943007f32, 8.30978f32, 5.38839f32, 5.6175156f32, 7.6597133f32, 6.65838f32, 6.4019713f32, 9.722969f32, 6.499295f32, 1.72178f32, 8.585014f32, 9.366123f32, 8.462988f32, 1.6609787f32, 9.721708f32, 9.101193f32, 4.2900376f32, 7.874605f32, 4.5565286f32, 0.76885307f32, 2.9777071f32, 7.427399f32, 1.1646421f32, 4.2711344f32, 6.205469f32],
[8.775073f32, 0.31343833f32, 9.188108f32, 2.561618f32, 4.658508f32, 4.1079836f32, 4.045704f32, 5.3296714f32, 1.8116194f32, 4.5203795f32, 8.955651f32, 6.081762f32, 8.701462f32, 2.9346008f32, 6.3275294f32, 1.8438287f32, 5.260621f32, 3.9066117f32, 4.4455423f32, 7.2796f32, 4.9169807f32, 5.5581355f32, 5.311445f32, 9.040775f32, 1.6636447f32, 8.395409f32, 0.21734518f32, 9.476605f32, 6.1330385f32, 7.51529f32, 6.164911f32, 6.301342f32],
[5.451972f32, 1.4583201f32, 6.843542f32, 7.563549f32, 7.955142f32, 2.7579396f32, 6.4737563f32, 3.902694f32, 8.163437f32, 3.009941f32, 6.1620517f32, 3.7466972f32, 9.213904f32, 6.6622734f32, 1.9306114f32, 5.2725005f32, 1.7305014f32, 5.919106f32, 7.351862f32, 1.408171f32, 1.2408829f32, 1.96377f32, 5.825712f32, 7.14124f32, 8.953628f32, 8.636253f32, 7.384999f32, 1.2510513f32, 6.3788834f32, 8.6889925f32, 4.654068f32, 7.089033f32],
[7.1493196f32, 0.8879796f32, 5.4610696f32, 6.4907217f32, 3.3662044e-2f32, 6.6657524f32, 0.56994104f32, 0.4329909f32, 1.5100677f32, 1.9805799f32, 1.6214075f32, 7.020209f32, 1.4376501f32, 0.8308157f32, 6.1826715f32, 4.285029f32, 1.1863867f32, 0.4083507f32, 8.235806f32, 5.1322775f32, 4.996541f32, 3.849496f32, 8.901131f32, 6.9905148f32, 1.9057139f32, 6.279924f32, 0.70154315f32, 4.1699786f32, 8.421504f32, 3.004696f32, 4.3114977f32, 5.178244f32],
[1.7079395f32, 5.1459155f32, 0.78133696f32, 6.2429996f32, 3.8494482f32, 8.158318f32, 5.2668653f32, 7.930407f32, 0.82431525f32, 1.3549389f32, 5.175821f32, 6.360972f32, 1.0757414f32, 4.522074f32, 1.8592894f32, 8.629124f32, 3.0709608f32, 4.9812627f32, 2.9209533f32, 0.8892336f32, 2.3145201f32, 1.2871928f32, 4.553345f32, 0.22373758f32, 5.4481177f32, 2.189521f32, 7.483997f32, 6.0060024f32, 2.4414046f32, 1.4059635f32, 9.113413f32, 4.4691505f32],
[8.171325f32, 4.556773f32, 2.8697486f32, 8.141261f32, 5.785628f32, 7.7246137f32, 5.5670414f32, 8.209911f32, 2.0054483f32, 1.1213775f32, 8.97804f32, 8.549182f32, 3.8530312f32, 9.729459f32, 0.5390394f32, 2.1520605f32, 8.783494f32, 9.178933f32, 2.4040008f32, 4.942071f32, 9.096034f32, 1.7383885f32, 7.001274f32, 9.385776f32, 6.6451273f32, 6.561842f32, 0.62546515f32, 0.633927f32, 7.020303f32, 8.744174f32, 1.3408606f32, 2.3495624f32]],
[[6.7512326f32, 6.1438794f32, 0.5001339f32, 4.9029145f32, 2.054447f32, 5.9186487f32, 8.821748f32, 4.0919513e-2f32, 2.121146f32, 5.002589f32, 6.7421637f32, 4.822397f32, 7.548132f32, 2.4689426f32, 7.5190825f32, 2.5799997f32, 9.88291f32, 3.090668f32, 2.7942464f32, 3.0939937f32, 6.5538144f32, 6.6217737f32, 4.2238626f32, 3.5340462f32, 0.22468644f32, 2.7897398f32, 1.8564777f32, 5.846324f32, 1.3481529f32, 0.2644305f32, 5.702331f32, 1.3479275f32],
[5.8235717f32, 2.2842145f32, 3.059908f32, 9.57569f32, 3.311439f32, 5.431877f32, 7.7889333f32, 5.865622f32, 6.2490244f32, 9.190318f32, 1.1653844f32, 0.7532235f32, 6.9865556f32, 5.7724934f32, 1.8588923f32, 5.3281975f32, 1.9569794f32, 8.732306f32, 2.0210545f32, 2.1411257f32, 6.382298f32, 9.713005f32, 0.79539514f32, 4.1827364f32, 2.8331254f32, 7.5197225f32, 6.7378583f32, 7.7801504f32, 7.797477f32, 8.130237f32, 7.990366f32, 6.98579f32],
[2.4437437f32, 3.9744048f32, 6.6980286f32, 4.1942797f32, 2.3373334f32, 1.115574f32, 6.876038f32, 1.9297245f32, 5.865317f32, 5.5388727f32, 3.1075792f32, 0.6546455f32, 1.362486f32, 2.4743242f32, 9.84349f32, 6.6566358f32, 6.308224f32, 1.7354493f32, 4.910935f32, 3.7758827f32, 1.2267314f32, 6.065109f32, 2.310452f32, 4.4749517f32, 3.1685817f32, 7.787909f32, 3.515922f32, 6.226186f32, 2.3845735f32, 5.233232f32, 3.210575f32, 8.25464f32],
[2.014432f32, 3.7010834f32, 4.253958f32, 6.2466264f32, 4.779096f32, 3.809414f32, 6.101373f32, 1.2920617f32, 9.575901f32, 1.6084316f32, 4.460944f32, 6.055208f32, 8.368905f32, 8.065817f32, 0.9620283f32, 1.3166771f32, 7.4947114f32, 4.117636f32, 0.71137756f32, 1.1363286f32, 0.13670108f32, 0.8701201f32, 8.864314f32, 6.946498f32, 5.787033f32, 5.4193764f32, 5.1936736f32, 5.9358106f32, 3.7008905f32, 6.2119393f32, 1.2343559f32, 8.887645f32],
[9.23207f32, 0.5496078f32, 7.795624f32, 2.9004496e-2f32, 2.5714283f32, 9.160569f32, 2.7092612f32, 2.3006437f32, 1.934146f32, 0.9445919f32, 7.0133357f32, 1.8927951f32, 7.7518587f32, 9.247128f32, 1.1645199f32, 4.1423492f32, 4.780493f32, 1.7895572f32, 6.87157f32, 3.7896276f32, 4.635049f32, 9.087429f32, 3.6791193f32, 0.16755667f32, 3.8094332f32, 6.462428f32, 7.914474f32, 4.934329f32, 6.0612035f32, 7.155903f32, 2.5295439f32, 1.181925f32],
[3.7850232f32, 8.142486f32, 9.589896f32, 4.663389f32, 3.9997597f32, 0.71059567f32, 4.3882875f32, 5.765622f32, 0.7547843f32, 7.470769f32, 0.32160628f32, 6.2554073f32, 9.719455f32, 1.6985683f32, 8.926564f32, 6.8626986f32, 5.178985f32, 8.133381f32, 0.18136528f32, 3.9210935f32, 8.117311f32, 6.7890253f32, 3.7114997f32, 8.968752f32, 7.0692115f32, 5.75198f32, 6.5274677f32, 2.7948265f32, 6.41362f32, 7.5719914f32, 0.22887783f32, 2.512441f32],
[4.6541452f32, 0.58074313f32, 1.5588478f32, 7.656231f32, 6.493234f32, 7.6520953f32, 5.834416f32, 1.9587142f32, 7.145855f32, 6.8565593f32, 8.51394f32, 4.180478f32, 9.008922f32, 8.992794f32, 7.03853f32, 9.874449f32, 5.9249144f32, 3.318392f32, 6.829784f32, 2.2597957f32, 5.2910986f32, 1.5867529f32, 9.632378f32, 8.63584f32, 5.0513687f32, 1.7820555f32, 1.4834678f32, 1.9609908f32, 1.1834551f32, 6.2454934f32, 4.6632056f32, 3.7328813f32],
[8.671389f32, 0.94989085f32, 9.0039625f32, 0.42632177f32, 2.9641953f32, 7.3692765f32, 3.440898f32, 4.131789f32, 4.2257013f32, 8.360857f32, 6.4422398f32, 6.970611f32, 4.5910816f32, 9.451586f32, 3.7989156f32, 7.5115776f32, 6.013327f32, 7.348795f32, 1.8024671f32, 2.3890338f32, 1.8451864f32, 2.616397f32, 4.6738153f32, 1.3643496f32, 4.7381706f32, 7.1440372f32, 7.2136545f32, 7.147801f32, 1.3539039f32, 1.9824835f32, 8.336286f32, 8.813976f32],
[6.8110213f32, 1.3252393f32, 0.16685152f32, 7.1510983f32, 9.541696f32, 8.527906f32, 2.97566f32, 3.0402882f32, 5.2091923f32, 2.4175172f32, 9.233642f32, 8.229224f32, 4.241114f32, 9.460554f32, 7.9147043f32, 3.3876793f32, 4.1635017f32, 4.6182494f32, 1.9000083f32, 3.893541f32, 4.9175467f32, 6.8077974f32, 7.462227f32, 9.335551f32, 1.3668078f32, 4.2611575f32, 6.567273f32, 0.60215145f32, 0.34087497f32, 2.8770025f32, 0.25371042f32, 0.14096092f32],
[2.8988361f32, 5.621481f32, 7.569733f32, 4.2258253f32, 9.895227f32, 8.189017f32, 6.815788e-2f32, 2.3787363f32, 1.495305f32, 2.4848053f32, 5.550698f32, 9.836023f32, 5.9671674f32, 6.7676144f32, 8.8545475f32, 8.64771f32, 8.596052f32, 5.374154f32, 5.2723393f32, 2.7518063f32, 9.225946f32, 4.479185f32, 5.2800484f32, 4.7686996f32, 8.117024f32, 2.6669111f32, 2.7142344f32, 8.579557f32, 2.4740114f32, 6.980397f32, 5.092424f32, 4.3789754f32],
[6.6361556f32, 0.5784737f32, 7.516469f32, 6.496045f32, 7.169683f32, 3.0600011f32, 2.8570528f32, 9.071345f32, 7.4930935f32, 1.8810129f32, 6.013952f32, 4.490483f32, 0.66307193f32, 7.6408634f32, 4.6633415f32, 4.457188f32, 9.112043f32, 5.1069436f32, 0.97381413f32, 7.210205f32, 0.2286772f32, 0.20271222f32, 2.3866234f32, 1.525833f32, 5.978686f32, 0.6930512f32, 4.482162f32, 8.9160385f32, 9.794514f32, 3.9850848f32, 0.381097f32, 5.1178794f32],
[0.12695523f32, 9.388694f32, 9.116145f32, 7.9474177f32, 8.668466f32, 4.7710385f32, 9.115907f32, 3.8956013f32, 3.062932f32, 4.0547037f32, 3.3145747f32, 7.1374626f32, 3.6488183f32, 3.399693f32, 5.13483f32, 9.166687f32, 9.245785f32, 8.946252f32, 2.978372f32, 8.300079f32, 8.265429f32, 6.3575683f32, 9.265247f32, 9.628415f32, 3.7004728f32, 6.096675f32, 4.805632f32, 4.073333f32, 1.7714015f32, 2.8834002f32, 2.3704014f32, 9.257251f32],
[3.9182322f32, 0.99112725f32, 5.851459f32, 7.2696204f32, 5.4400177f32, 5.100724f32, 6.648397f32, 2.06485f32, 6.8685546f32, 7.298919f32, 4.975169f32, 4.3771873f32, 8.503635f32, 3.5743754f32, 7.802687f32, 6.0249076f32, 1.4801575f32, 3.2724621f32, 1.9345697f32, 8.873339f32, 3.2967985f32, 8.338956f32, 5.025138f32, 2.8572729f32, 1.5182168f32, 2.8978639f32, 0.74280435f32, 9.83752f32, 6.5539193f32, 3.8621721f32, 8.520514f32, 1.8764817f32],
[3.7976882f32, 5.0762053f32, 2.5453665f32, 2.691758f32, 1.6231813f32, 3.641313f32, 7.724442f32, 5.99962f32, 9.895392f32, 7.9719577f32, 2.0316873f32, 6.7861805f32, 8.548724f32, 3.7725334f32, 5.8575463f32, 9.188814f32, 9.265207f32, 2.7867022f32, 1.474963f32, 6.767448f32, 6.0015955f32, 7.737331f32, 5.9027524f32, 0.36623448f32, 8.946086f32, 2.0513554f32, 7.2741604f32, 2.5685203f32, 7.306311f32, 0.7905193f32, 3.7577777f32, 0.83830506f32],
[7.4592896f32, 7.5681276f32, 3.9046223f32, 5.184637f32, 7.2329574f32, 5.272346f32, 3.0742617f32, 7.910336f32, 7.1186886f32, 2.3861966f32, 0.80996436f32, 8.37781f32, 0.33886868f32, 7.587871f32, 1.0462283f32, 6.228162f32, 8.252294f32, 2.1633296f32, 4.408992f32, 6.1225266f32, 2.536708f32, 4.854496f32, 7.294403f32, 5.1760607f32, 0.6457983f32, 8.411163f32, 9.385371f32, 5.027164f32, 5.836654f32, 5.110536f32, 8.65796f32, 9.312464f32],
